time (s), delta (m), mass (kg), vol (m3), Tsurf (k), Tcore (k), MLR(kg/m3/s)
870,0.0117232,6.8695,0.0117232,906.861,632.19,0.98337
871,0.0117232,6.84641,0.0117232,906.913,632.724,0.987867
872,0.0117232,6.82322,0.0117232,906.966,633.259,0.992378
873,0.0117232,6.79992,0.0117232,907.018,633.795,0.9969
874,0.0117232,6.77651,0.0117232,907.071,634.332,1.00143
875,0.0117232,6.753,0.0117232,907.123,634.87,1.00598
876,0.0117232,6.72939,0.0117232,907.176,635.41,1.01053
877,0.0117232,6.70566,0.0117232,907.228,635.951,1.0151
878,0.0117232,6.68183,0.0117232,907.281,636.493,1.01967
879,0.0117232,6.65789,0.0117232,907.334,637.037,1.02426
880,0.0117232,6.63385,0.0117232,907.386,637.582,1.02885
881,0.0117232,6.60969,0.0117232,907.439,638.128,1.03344
882,0.0117232,6.58543,0.0117232,907.491,638.676,1.03805
883,0.0117232,6.56106,0.0117232,907.544,639.225,1.04266
884,0.0117232,6.53659,0.0117232,907.597,639.776,1.04727
885,0.0117232,6.512,0.0117232,907.649,640.328,1.05189
886,0.0117232,6.48731,0.0117232,907.702,640.882,1.05651
887,0.0117232,6.46251,0.0117232,907.755,641.437,1.06113
888,0.0117232,6.4376,0.0117232,907.807,641.994,1.06576
889,0.0117232,6.41258,0.0117232,907.86,642.552,1.07038
890,0.0117232,6.38746,0.0117232,907.913,643.113,1.075
891,0.0117232,6.36222,0.0117232,907.966,643.674,1.07962
892,0.0117232,6.33688,0.0117232,908.019,644.238,1.08424
893,0.0117232,6.31143,0.0117232,908.071,644.804,1.08885
894,0.0117232,6.28587,0.0117232,908.124,645.371,1.09346
895,0.0117232,6.26021,0.0117232,908.177,645.94,1.09806
896,0.0117232,6.23444,0.0117232,908.23,646.511,1.10265
897,0.0117232,6.20855,0.0117232,908.283,647.084,1.10723
898,0.0117232,6.18257,0.0117232,908.336,647.659,1.1118
899,0.0117232,6.15647,0.0117232,908.389,648.236,1.11636
900,0.0117232,6.13027,0.0117232,908.442,648.815,1.1209
901,0.0117232,6.10396,0.0117232,908.495,649.396,1.12543
902,0.0117232,6.07755,0.0117232,908.548,649.979,1.12995
903,0.0117232,6.05103,0.0117232,908.601,650.565,1.13444
904,0.0117232,6.02441,0.0117232,908.654,651.152,1.13891
905,0.0117232,5.99768,0.0117232,908.707,651.742,1.14336
906,0.0117232,5.97085,0.0117232,908.76,652.335,1.14779
907,0.0117232,5.94392,0.0117232,908.813,652.929,1.15219
908,0.0117232,5.91688,0.0117232,908.867,653.526,1.15656
909,0.0117232,5.88974,0.0117232,908.92,654.126,1.1609
910,0.0117232,5.8625,0.0117232,908.973,654.728,1.16521
911,0.0117232,5.83516,0.0117232,909.027,655.333,1.16949
912,0.0117232,5.80772,0.0117232,909.08,655.94,1.17373
913,0.0117232,5.78018,0.0117232,909.133,656.55,1.17793
914,0.0117232,5.75255,0.0117232,909.187,657.163,1.18208
915,0.0117232,5.72481,0.0117232,909.24,657.778,1.1862
916,0.0117232,5.69698,0.0117232,909.294,658.396,1.19026
917,0.0117232,5.66906,0.0117232,909.348,659.018,1.19428
918,0.0117232,5.64104,0.0117232,909.401,659.642,1.19824
919,0.0117232,5.61294,0.0117232,909.455,660.269,1.20215
920,0.0117232,5.58474,0.0117232,909.509,660.9,1.206
921,0.0117232,5.55645,0.0117232,909.563,661.533,1.20979
922,0.0117232,5.52807,0.0117232,909.617,662.17,1.21351
923,0.0117232,5.49961,0.0117232,909.671,662.81,1.21717
924,0.0117232,5.47106,0.0117232,909.725,663.454,1.22075
925,0.0117232,5.44243,0.0117232,909.779,664.101,1.22426
926,0.0117232,5.41372,0.0117232,909.833,664.751,1.22769
927,0.0117232,5.38493,0.0117232,909.887,665.405,1.23104
928,0.0117232,5.35606,0.0117232,909.941,666.063,1.2343
929,0.0117232,5.32712,0.0117232,909.996,666.724,1.23747
930,0.0117232,5.2981,0.0117232,910.05,667.39,1.24054
931,0.0117232,5.26902,0.0117232,910.104,668.059,1.24352
932,0.0117232,5.23986,0.0117232,910.159,668.732,1.24639
933,0.0117232,5.21064,0.0117232,910.213,669.409,1.24915
934,0.0117232,5.18136,0.0117232,910.268,670.091,1.25179
935,0.0117232,5.15202,0.0117232,910.323,670.776,1.25432
936,0.0117232,5.12262,0.0117232,910.378,671.466,1.25673
937,0.0117232,5.09316,0.0117232,910.433,672.161,1.259
938,0.0117232,5.06365,0.0117232,910.488,672.86,1.26114
939,0.0117232,5.0341,0.0117232,910.543,673.563,1.26314
940,0.0117232,5.0045,0.0117232,910.598,674.271,1.26499
941,0.0117232,4.97486,0.0117232,910.653,674.984,1.26669
942,0.0117232,4.94518,0.0117232,910.709,675.702,1.26823
943,0.0117232,4.91547,0.0117232,910.764,676.425,1.2696
944,0.0117232,4.88572,0.0117232,910.819,677.154,1.2708
945,0.0117232,4.85596,0.0117232,910.875,677.887,1.27182
946,0.0117232,4.82617,0.0117232,910.931,678.626,1.27265
947,0.0117232,4.79636,0.0117232,910.987,679.37,1.27329
948,0.0117232,4.76654,0.0117232,911.043,680.12,1.27373
949,0.0117232,4.73672,0.0117232,911.099,680.875,1.27395
950,0.0117232,4.70689,0.0117232,911.155,681.637,1.27396
951,0.0117232,4.67706,0.0117232,911.211,682.404,1.27374
952,0.0117232,4.64725,0.0117232,911.267,683.177,1.27328
953,0.0117232,4.61744,0.0117232,911.324,683.957,1.27258
954,0.0117232,4.58766,0.0117232,911.381,684.742,1.27163
955,0.0117232,4.5579,0.0117232,911.437,685.535,1.27041
956,0.0117232,4.52818,0.0117232,911.494,686.333,1.26892
957,0.0117232,4.49849,0.0117232,911.551,687.139,1.26714
958,0.0117232,4.46885,0.0117232,911.608,687.951,1.26507
959,0.0117232,4.43926,0.0117232,911.666,688.771,1.2627
960,0.0117232,4.40973,0.0117232,911.723,689.597,1.26001
961,0.0117232,4.38027,0.0117232,911.781,690.431,1.25699
962,0.0117232,4.35089,0.0117232,911.838,691.272,1.25364
963,0.0117232,4.32158,0.0117232,911.896,692.121,1.24993
964,0.0117232,4.29237,0.0117232,911.954,692.977,1.24587
965,0.0117232,4.26326,0.0117232,912.012,693.842,1.24142
966,0.0117232,4.23426,0.0117232,912.071,694.714,1.2366
967,0.0117232,4.20537,0.0117232,912.129,695.594,1.23137
968,0.0117232,4.17662,0.0117232,912.188,696.483,1.22573
969,0.0117232,4.148,0.0117232,912.246,697.38,1.21966
970,0.0117232,4.11953,0.0117232,912.305,698.286,1.21315
971,0.0117232,4.09122,0.0117232,912.365,699.2,1.20619
972,0.0117232,4.06307,0.0117232,912.424,700.124,1.19877
973,0.0117232,4.03511,0.0117232,912.483,701.056,1.19086
974,0.0117232,4.00734,0.0117232,912.543,701.997,1.18246
975,0.0117232,3.97977,0.0117232,912.603,702.948,1.17355
976,0.0117232,3.95242,0.0117232,912.663,703.908,1.16412
977,0.0117232,3.92529,0.0117232,912.723,704.877,1.15416
978,0.0117232,3.8984,0.0117232,912.784,705.856,1.14364
979,0.0117232,3.87177,0.0117232,912.844,706.845,1.13257
980,0.0117232,3.84541,0.0117232,912.905,707.843,1.12092
981,0.0117232,3.81932,0.0117232,912.966,708.852,1.10868
982,0.0117232,3.79353,0.0117232,913.028,709.87,1.09585
983,0.0117232,3.76805,0.0117232,913.089,710.899,1.0824
984,0.0117232,3.74289,0.0117232,913.151,711.937,1.06834
985,0.0117232,3.71807,0.0117232,913.213,712.986,1.05364
986,0.0117232,3.6936,0.0117232,913.275,714.044,1.03831
987,0.0117232,3.66949,0.0117232,913.338,715.113,1.02234
988,0.0117232,3.64577,0.0117232,913.4,716.191,1.00571
989,0.0117232,3.62245,0.0117232,913.463,717.28,0.988437
990,0.0117232,3.59954,0.0117232,913.527,718.379,0.970506
991,0.0117232,3.57706,0.0117232,913.59,719.487,0.951921
992,0.0117232,3.55502,0.0117232,913.654,720.605,0.932684
993,0.0117232,3.53344,0.0117232,913.718,721.733,0.912801
994,0.0117232,3.51233,0.0117232,913.782,722.869,0.892281
995,0.0117232,3.49171,0.0117232,913.847,724.015,0.871135
996,0.0117232,3.4716,0.0117232,913.912,725.17,0.849379
997,0.0117232,3.45199,0.0117232,913.977,726.333,0.827029
998,0.0117232,3.43293,0.0117232,914.042,727.504,0.80411
999,0.0117232,3.4144,0.0117232,914.108,728.683,0.780646
1000,0.0117232,3.39643,0.0117232,914.174,729.869,0.756672
1001,0.0117232,3.37903,0.0117232,914.241,731.062,0.732219
1002,0.0117232,3.3622,0.0117232,914.307,732.261,0.70733
1003,0.0117232,3.34596,0.0117232,914.374,733.466,0.68205
1004,0.0117232,3.33032,0.0117232,914.442,734.676,0.656428
1005,0.0117232,3.31528,0.0117232,914.509,735.89,0.630519
1006,0.0117232,3.30085,0.0117232,914.577,737.108,0.604382
1007,0.0117232,3.28704,0.0117232,914.645,738.329,0.578081
1008,0.0117232,3.27384,0.0117232,914.714,739.553,0.551684
1009,0.0117232,3.26126,0.0117232,914.783,740.778,0.525262
1010,0.0117232,3.24929,0.0117232,914.852,742.004,0.498892
1011,0.0117232,3.23795,0.0117232,914.922,743.229,0.472649
1012,0.0117232,3.22721,0.0117232,914.992,744.454,0.446616
1013,0.0117232,3.21708,0.0117232,915.062,745.677,0.420871
1014,0.0117232,3.20755,0.0117232,915.133,746.898,0.395496
1015,0.0117232,3.1986,0.0117232,915.204,748.116,0.370573
1016,0.0117232,3.19024,0.0117232,915.275,749.329,0.34618
1017,0.0117232,3.18243,0.0117232,915.347,750.538,0.322392
1018,0.0117232,3.17518,0.0117232,915.419,751.741,0.299284
1019,0.0117232,3.16845,0.0117232,915.491,752.939,0.276922
1020,0.0117232,3.16224,0.0117232,915.564,754.129,0.25537
1021,0.0117232,3.15652,0.0117232,915.637,755.312,0.234683
1022,0.0117232,3.15128,0.0117232,915.71,756.487,0.214909
1023,0.0117232,3.14649,0.0117232,915.784,757.654,0.196089
1024,0.0117232,3.14212,0.0117232,915.858,758.812,0.178255
1025,0.0117232,3.13816,0.0117232,915.932,759.961,0.161431
1026,0.0117232,3.13458,0.0117232,916.006,761.101,0.145632
1027,0.0117232,3.13136,0.0117232,916.081,762.231,0.130863
1028,0.0117232,3.12847,0.0117232,916.156,763.351,0.117121
1029,0.0117232,3.12589,0.0117232,916.232,764.46,0.104396
1030,0.0117232,3.12359,0.0117232,916.307,765.56,0.0926686
1031,0.0117232,3.12156,0.0117232,916.383,766.65,0.081913
1032,0.0117232,3.11976,0.0117232,916.459,767.729,0.0720969
1033,0.0117232,3.11819,0.0117232,916.536,768.798,0.0631826
1034,0.0117232,3.11681,0.0117232,916.612,769.857,0.0551275
1035,0.0117232,3.11561,0.0117232,916.689,770.906,0.0478854
1036,0.0117232,3.11457,0.0117232,916.766,771.944,0.0414074
1037,0.0117232,3.11368,0.0117232,916.843,772.973,0.0356424
1038,0.0117232,3.11291,0.0117232,916.92,773.992,0.0305383
1039,0.0117232,3.11225,0.0117232,916.997,775.002,0.0260428
1040,0.0117232,3.11169,0.0117232,917.075,776.002,0.0221041
1041,0.0117232,3.11122,0.0117232,917.153,776.993,0.0186714
1042,0.0117232,3.11082,0.0117232,917.23,777.976,0.0156954
1043,0.0117232,3.11048,0.0117232,917.308,778.949,0.0131293
1044,0.0117232,3.11041,0.0117232,917.327,779.191,0.0125465
